url,content
https://elcomercio.pe/politica/gobierno/dina-boluarte-la-desaprobacion-a-la-presidenta-llega-al-92-y-es-la-mas-alta-de-su-gestion-ejecutivo-gobierno-datum-internacional-noticia/,"Dina Boluarte | la desaprobación a la presidenta llega al 92% y es la más alta de su gestión | Ejecutivo | gobierno | Datum Internacional | | POLITICA | EL COMERCIO PERÚ Según la última encuesta de Datum Internacional para El Comercio, la aprobación de la jefa del Estado volvió a registrarse en el mínimo negativo de 5%, y su desaprobación escaló ahora al 92%, la cifra más alta de su gestión y con lo que marca otro récord desfavorable. Se mantiene la crítica hacia la presidenta y su gestión sigue debilitándose, especialmente en los sectores más bajos, el sur y centro del país y entre quienes tienen el peso de la economía del hogar."
https://www.bloomberg.com/news/articles/2024-05-27/aprobacion-de-presidenta-de-peru-en-nuevo-minimo-cae-a-solo-5,"El índice de aprobación de la presidenta peruana, Dina Boluarte, cayó a un nuevo mínimo: solo el 5% de los encuestados la apoyan en medio de"
https://elcomercio.pe/politica/ecdata-aprobacion-de-dina-boluarte-tras-su-primer-ano-de-gestion-es-la-mas-baja-de-las-ultimas-dos-decadas-noticia/,"ECData | Aprobación de Dina Boluarte tras su primer año de gestión es la más baja de las últimas dos décadas | POLITICA | EL COMERCIO PERÚ El 7 de diciembre del 2022, Dina Boluarte se convirtió en la primera presidenta de la República en asumir las riendas del país tras el golpe de Estado y el cierre del Congreso llevado a cabo por Pedro Castillo que derivó en su posterior vacancia. Por su parte, Paulo Vilca, director del observatorio regional de 50+1, coincide en que el balance negativo a la gestión de Dina Boluarte se sustenta en la falta de iniciativas sostenibles en políticas públicas que hayan podido emprender desde el Ejecutivo."
https://elpais.com/america/2024-06-12/la-presidenta-dina-boluarte-cae-hasta-el-5-de-popularidad-record-historico-de-desaprobacion-en-peru.html,"La presidenta de Perú, Dina Boluarte, ha alcanzado un nuevo récord negativo: una encuesta de la firma Datum Internacional para el diario El Comercio acaba de confirmar que la popularidad de la mandataria sigue en caída libre: apenas el 5% de los peruanos aprueban su gestión, un dato que la convierte en la jefa de Estado del país andino con menor respaldo del que se tenga registro. La aceptación de la presidenta nunca fue alentadora en su año y medio de gestión: desde que sucedió en el cargo a Pedro Castillo en diciembre de 2022 —tras un frustrado autogolpe—, Boluarte no ha podido superar la valla del 20%. Tu suscripción se está usando en otro dispositivo y solo puedes acceder a EL PAÍS desde un dispositivo a la vez."
https://es.statista.com/estadisticas/1369593/dina-boluarte-aprobacion-de-la-gestion-de-la-presidenta-de-peru/,"A pesar de la presión, la mandataria ha decidido recientemente no adelantar las próximas elecciones presidenciales en el país. Esto ha tenido repercusiones"
